NCBI.GeneID	Symbol	Description	Transcripts	Ensembl.GeneIDs	external_gene_name	chromosome_name	start_position	end_position
100218609	SLC16A14	solute carrier family 16 member 14	5	ENSTGUG00000008367	SLC16A14	9	10701350	10716974
100218616	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1	1	ENSTGUG00000010540	CASTOR1	15	1578786	1584334
100218617	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	1	ENSTGUG00000010000	L3MBTL2	1A	47077983	47096458
100218618	PIBF1	progesterone immunomodulatory binding factor 1	3	ENSTGUG00000012511	PIBF1	1	47252335	47356960
100218619	MTPN	myotrophin	1		NA	NA	NA	NA
100218620	NEK3	NIMA related kinase 3	2	ENSTGUG00000012048	NEK3	1	60498264	60511108
100218622	IFT27	intraflagellar transport 27	3		NA	NA	NA	NA
100218623	WASF3	WASP family member 3	2	ENSTGUG00000011551	WASF3	1	66437074	66503813
100218625	MAVS	mitochondrial antiviral signaling protein	2	ENSTGUG00000010956		4	3427494	3434513
100218626	RANGAP1	Ran GTPase activating protein 1	3	ENSTGUG00000009969	RANGAP1	1A	47015656	47037260
100218633	EMP1	epithelial membrane protein 1	1	ENSTGUG00000026511	EMP1	1A	45564677	45579482
100218636	NAE1	NEDD8 activating enzyme E1 subunit 1	2	ENSTGUG00000009718	NAE1	11	19469909	19483284
100218637	SLC22A16	solute carrier family 22 member 16	2	ENSTGUG00000012062	SLC22A16	3	45815274	45849854
100218638	PEPD	peptidase D	5	ENSTGUG00000009480	PEPD	11	18354231	18549138
100218639	ASS1	argininosuccinate synthase 1	2	ENSTGUG00000004656	ASS1	17	6758060	6784574
100218643	ZNF507	zinc finger protein 507	5	ENSTGUG00000009020	ZNF507	11	15749589	15770262
100218644	COL27A1	collagen type XXVII alpha 1 chain	6	ENSTGUG00000003398		17	5480757	5622794
100218646	FHIP2A	FHF complex subunit HOOK interacting protein 2A	2	ENSTGUG00000010966	FHIP2A	6	27413967	27447872
100218649	EPHA4	EPH receptor A4	1	ENSTGUG00000007665	EPHA4	9	7965679	8070567
100218650	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	5	ENSTGUG00000012227	HACE1	3	43241670	43291415
100218652	HEY2	hes related family bHLH transcription factor with YRPW motif 2	1	ENSTGUG00000011792	HEY2	3	52398574	52409935
100218653	ALAD	aminolevulinate dehydratase	1		NA	NA	NA	NA
100218658	RNF6	ring finger protein 6	4	ENSTGUG00000011529	RNF6	1	66618354	66627048
100218660	SAP130	Sin3A associated protein 130	5	ENSTGUG00000005735	SAP130	9	3697370	3716968
100218662	MICU2	mitochondrial calcium uptake 2	1	ENSTGUG00000011401	MICU2	1	68230536	68362809
100218663	DGKD	diacylglycerol kinase delta	6	ENSTGUG00000007464	DGKD	9	6656185	6714106
100218666	PROSER2	proline and serine rich 2	1	ENSTGUG00000002158	PROSER2	1A	4835272	4859578
100218667	SELENOM	selenoprotein M	1		NA	NA	NA	NA
100218670	EWSR1	EWS RNA binding protein 1	5	ENSTGUG00000010419	EWSR1	15	1928106	1949666
100218672	DESI1	desumoylating isopeptidase 1	1	ENSTGUG00000023310	DESI1	1A	46821568	46839364
100218673	ZC3H13	zinc finger CCCH-type containing 13	4	ENSTGUG00000012299	ZC3H13	1	58126574	58171443
100218677	N4BP2L2	NEDD4 binding protein 2 like 2	13	ENSTGUG00000011776		1	64363904	64404043
100218683	CEBPZ	CCAAT enhancer binding protein zeta	1	ENSTGUG00000008585	CEBPZ	3	77509575	77524913
100218688	EMP2	epithelial membrane protein 2	1	ENSTGUG00000004799	EMP2	14	10621749	10642367
100218693	PARP16	poly(ADP-ribose) polymerase family member 16	1	ENSTGUG00000009103	PARP16	10	18740378	18745663
100218694	KCNK5	potassium two pore domain channel subfamily K member 5	1	ENSTGUG00000007722	KCNK5	3	84293114	84334382
100218695	NMRAL1	NmrA like redox sensor 1	2	ENSTGUG00000003890	NMRAL1	14	14520833	14527347
100218696	TMEM158	transmembrane protein 158	1	ENSTGUG00000020675		2	45820003	45823183
100218697	TBC1D24	TBC1 domain family member 24	8	ENSTGUG00000003258	TBC1D24	14	16174348	16208259
100218698	MRPS34	mitochondrial ribosomal protein S34	1		NA	NA	NA	NA
100218699	MANBA	mannosidase beta	8	ENSTGUG00000003629	MANBA	4	48822775	48868197
100218701	TGFBR3	transforming growth factor beta receptor 3	1	ENSTGUG00000006121	TGFBR3	8	17839524	17953040
100218702	STARD5	StAR related lipid transfer domain containing 5	1	ENSTGUG00000007905	STARD5	10	12642739	12647807
100218706	MYEF2	myelin expression factor 2	8	ENSTGUG00000007130	MYEF2	10	10572850	10594127
100218708	CEP104	centrosomal protein 104	3	ENSTGUG00000002728	CEP104	21	3217550	3231898
100218712	TEX9	testis expressed 9	3	ENSTGUG00000006348	TEX9	10	8138025	8162144
100218713	BMPR1B	bone morphogenetic protein receptor type 1B	1	ENSTGUG00000003164	BMPR1B	4	51157212	51384631
100218714	ADAL	adenosine deaminase like	1	ENSTGUG00000005700	LRRC49	10	6729854	6789339
100218718	HNRNPD	heterogeneous nuclear ribonucleoprotein D	4	ENSTGUG00000002858	HNRNPD	4	56055719	56065490
100218722	ASB7	ankyrin repeat and SOCS box containing 7	1	ENSTGUG00000008846	ASB7	10	18224554	18242714
100218723	CEP78	centrosomal protein 78	4	ENSTGUG00000003403	CEP78	Z	62929620	62954900
100218726	MAPK6	mitogen-activated protein kinase 6	4	ENSTGUG00000006789	MAPK6	10	9450137	9464398
100218727	RINT1	RAD50 interactor 1	2	ENSTGUG00000002979	RINT1	1A	12032624	12043078
100218728	PKM	pyruvate kinase M1/2	4	ENSTGUG00000004376	PKM	10	3808432	3828093
100218735	KIF21A	kinesin family member 21A	9	ENSTGUG00000003457	KIF21A	1A	13371779	13566238
100218736	TET1	tet methylcytosine dioxygenase 1	3	ENSTGUG00000027320	TET1	6	1450863	1512425
100218737	PALB2	partner and localizer of BRCA2	2	ENSTGUG00000006104	PALB2	14	8007484	8016719
100218738	GSPT1	G1 to S phase transition 1	1	ENSTGUG00000005103	GSPT1	14	9305994	9326037
100218740	CRIM1	cysteine rich transmembrane BMP regulator 1	1	ENSTGUG00000008626	CRIM1	3	78688262	78861469
100218742	SCCPDH	saccharopine dehydrogenase (putative)	1	ENSTGUG00000008414	SCCPDH	3	77158252	77170612
100218744	SLX4	SLX4 structure-specific endonuclease subunit	5	ENSTGUG00000029145	SLX4	14	14143735	14171138
100218746	STUB1	STIP1 homology and U-box containing protein 1	1	ENSTGUG00000019581	STUB1	14	15033567	15037368
100218747	EGF	epidermal growth factor	2	ENSTGUG00000004206	EGF	4	46270879	46327565
100218748	METTL26	methyltransferase like 26	6	ENSTGUG00000003406	METTL26	14	15553643	15556506
100218750	CPNE4	copine 4	3	ENSTGUG00000004219	CPNE4	2	43457346	43685318
100218752	BARHL2	BarH like homeobox 2	1	ENSTGUG00000023723	BARHL2	8	17555142	17559424
100218753	ARNT2	aryl hydrocarbon receptor nuclear translocator 2	4	ENSTGUG00000008015	ARNT2	10	12959293	13055766
100218755	EVI5	ecotropic viral integration site 5	12	ENSTGUG00000006013	EVI5	8	18169634	18247900
100218756	CNN3	calponin 3	1	ENSTGUG00000005620	CNN3	8	18821495	18889092
100218760	AP4E1	adaptor related protein complex 4 subunit epsilon 1	1	ENSTGUG00000006963	AP4E1	10	9667631	9687783
100218761	NPY1R	neuropeptide Y receptor Y1	1	ENSTGUG00000005806	NPY1R	4	39513225	39521417
100218762	CCDC171	coiled-coil domain containing 171	8		NA	NA	NA	NA
100218763	SGMS2	sphingomyelin synthase 2	4	ENSTGUG00000003967	SGMS2	4	47217725	47231397
100218766	KIAA2013	KIAA2013 ortholog	1		NA	NA	NA	NA
100218767	SLTM	SAFB like transcription modulator	5	ENSTGUG00000006017	SLTM	10	7347674	7371041
100218772	SPEN	spen family transcriptional repressor	5	ENSTGUG00000024083	SPEN	21	5893096	5958603
100218774	TRIM46	tripartite motif containing 46	1	ENSTGUG00000016667	TRIM46	25	947020	957494
100218776	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	6	ENSTGUG00000007759	SH3GL3	10	11931497	11987812
100218779	APBA2	amyloid beta precursor protein binding family A member 2	4	ENSTGUG00000005613	APBA2	10	6310802	6409576
100218780	PALD1	phosphatase domain containing paladin 1	2	ENSTGUG00000004592	PALD1	6	3050215	3072818
100218785	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	1		NA	NA	NA	NA
100218787	KIFBP	kinesin family binding protein	2	ENSTGUG00000003868	KIFBP	6	1601893	1672134
100218788	NR1D2	nuclear receptor subfamily 1 group D member 2	1	ENSTGUG00000003335	NR1D2	2	38633121	38657404
100218794	PXK	PX domain containing serine/threonine kinase like	12	ENSTGUG00000009162	PXK	12	8561441	8594512
100218795	SESTD1	SEC14 and spectrin domain containing 1	4	ENSTGUG00000009296	SESTD1	7	17609434	17695900
100218797	B3GALT1	beta-1,3-galactosyltransferase 1	11	ENSTGUG00000019956	B3GALT1	7	13247976	13428387
100218802	COIL	coilin	1	ENSTGUG00000028805	COIL	18	10737901	10744789
100218809	KCTD2	potassium channel tetramerization domain containing 2	1		NA	NA	NA	NA
100218810	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	1	ENSTGUG00000003020	PIP4K2B	27	1598771	1620452
100218811	MBTD1	mbt domain containing 1	10	ENSTGUG00000009373	MBTD1	18	9583895	9616991
100218812	PTP4A3	protein tyrosine phosphatase 4A3	1	ENSTGUG00000021872	PTP4A3	2	147452248	147494215
100218814	BECN1	beclin 1	1	ENSTGUG00000002784		27	2051704	2055746
100218817	AKAP14	A-kinase anchoring protein 14	5		NA	NA	NA	NA
100218818	F5	coagulation factor V	4	ENSTGUG00000013426	F5	1	20458442	20523825
100218819	STARD3	StAR related lipid transfer domain containing 3	2	ENSTGUG00000002220	STARD3	27	3018870	3038895
100218821	ARHGAP31	Rho GTPase activating protein 31	1	ENSTGUG00000020207	ARHGAP31	1	23384845	23444979
100218831	LAS1L	LAS1 like ribosome biogenesis factor	1	ENSTGUG00000002844	LAS1L	4A	6332157	6358964
100218832	PPIG	peptidylprolyl isomerase G	1	ENSTGUG00000007875	PPIG	7	13946655	13971332
100218837	CCND3	cyclin D3	1	ENSTGUG00000017447	CCND3	26	2415151	2429294
100218839	RNF25	ring finger protein 25	1	ENSTGUG00000005569	RNF25	7	9981850	9988908
100218840	DGKQ	diacylglycerol kinase theta	1	ENSTGUG00000001497	DGKQ	Z	39963386	40044106
100218842	SLC49A4	solute carrier family 49 member 4	1	ENSTGUG00000004391	SLC49A4	7	5604023	5668002
100218846	PDK1	pyruvate dehydrogenase kinase 1	1	ENSTGUG00000008513	PDK1	7	14930985	14943924
100218850	SLC16A2	solute carrier family 16 member 2	1	ENSTGUG00000025925	SLC16A2	4A	16691994	16732556
100218852	HLF	HLF transcription factor, PAR bZIP family member	1	ENSTGUG00000028342	HLF	18	10321606	10355021
100218856	RIOK2	RIO kinase 2	1	ENSTGUG00000001223	RIOK2	Z	33434214	33448828
100218857	FAIM2	Fas apoptotic inhibitory molecule 2	1		NA	NA	NA	NA
100218858	GALK1	galactokinase 1	1	ENSTGUG00000008321	GALK1	18	8318966	8325303
100218859	AFF2	ALF transcription elongation factor 2	5	ENSTGUG00000004690	AFF2	4A	12697455	13026152
100218860	NBR1	NBR1 autophagy cargo receptor	4	ENSTGUG00000002873	NBR1	27	1916828	1980192
100218861	MIF4GD	MIF4G domain containing	1		NA	NA	NA	NA
100218865	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	6	ENSTGUG00000007971	PRPSAP1	18	8001259	8026036
100218870	COMMD5	COMM domain containing 5	1	ENSTGUG00000003286		4A	8578816	8594888
100218871	ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23	6	ENSTGUG00000013408	ZDHHC23	1	21036422	21043999
100218873	NKIRAS2	NFKB inhibitor interacting Ras like 2	2	ENSTGUG00000018383	NKIRAS2	27	2358336	2360504
100218877	STARD8	StAR related lipid transfer domain containing 8	4	ENSTGUG00000002706	STARD8	4A	5865959	5908232
100218878	GPR155	G protein-coupled receptor 155	2	ENSTGUG00000008786	GPR155	7	15748415	15775642
100218879	ATG3	autophagy related 3	1	ENSTGUG00000013426	F5	1	20458442	20523825
100218880	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	17	ENSTGUG00000005598	ARHGEF9	4A	16012884	16222933
100218881	HHATL	hedgehog acyltransferase like	1	ENSTGUG00000000261	HHATL	2	2904382	2941343
100218883	RAB37	RAB37, member RAS oncogene family	7	ENSTGUG00000024387	RAB37	18	9040055	9055154
100218884	GJC2	gap junction protein gamma 2	3	ENSTGUG00000000246	GJC2	2	2491028	2537947
100218885	MYO3B	myosin IIIB	3	ENSTGUG00000008038	MYO3B	7	14153944	14325503
100218894	LY75	lymphocyte antigen 75	2	ENSTGUG00000006460	LY75	7	10704427	10748045
100218907	KDM2B	lysine demethylase 2B	7	ENSTGUG00000006001	KDM2B	15	11310687	11416373
100218908	CC2D2A	coiled-coil and C2 domain containing 2A	2	ENSTGUG00000009795	CC2D2A	4	15372817	15423576
100218909	COL4A2	collagen type IV alpha 2 chain	2	ENSTGUG00000008766	COL4A2	1	89766875	89906689
100218912	MMP17	matrix metallopeptidase 17	1	ENSTGUG00000004593	MMP17	15	14282593	14326282
100218914	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	7	ENSTGUG00000001218	CAP1	23	2791877	2805033
100218915	WDR19	WD repeat domain 19	9	ENSTGUG00000008961	WDR19	4	23015409	23080681
100218916	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	2	ENSTGUG00000010155	MGAT4A	1	83179837	83256691
100218917	SERBP1	SERPINE1 mRNA binding protein 1	4	ENSTGUG00000010185,ENSTGUG00000022830	NA	NA	NA	NA
100218922	ANOS1	anosmin 1	1	ENSTGUG00000008536	ANOS1	1	93359888	93542540
100218924	FGFR3	fibroblast growth factor receptor 3	3	ENSTGUG00000010583	FGFR3	4	8461019	8515838
100218929	DHODH	dihydroorotate dehydrogenase (quinone)	2	ENSTGUG00000008256		11	12185717	12189112
100218934	BRD7	bromodomain containing 7	1	ENSTGUG00000008471	BRD7	11	12373804	12402135
100218936	FBXO21	F-box protein 21	2	ENSTGUG00000010359	FBXO21	15	2261069	2283169
100218937	GOT1	glutamic-oxaloacetic transaminase 1	1	ENSTGUG00000009418	GOT1	6	21014238	21043305
100218941	SLC8B1	solute carrier family 8 member B1	2	ENSTGUG00000009070	SLC8B1	15	4506812	4512312
100218946	CHFR	checkpoint with forkhead and ring finger domains	3	ENSTGUG00000008181	CHFR	15	7407948	7448352
100218947	SGSM1	small G protein signaling modulator 1	3	ENSTGUG00000007521	SGSM1	15	9863587	9899822
100218948	ARMH3	armadillo like helical domain containing 3	4	ENSTGUG00000009880	ARMH3	6	21589012	21736825
100218949	PTPN11	protein tyrosine phosphatase non-receptor type 11	1	ENSTGUG00000006795	PTPN11	15	10454585	10474418
100218950	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	3	ENSTGUG00000010681		1	80803540	80856427
100218952	EPB41L2	erythrocyte membrane protein band 4.1 like 2	31	ENSTGUG00000011684	EPB41L2	3	54652360	54764191
100218956	CNOT11	CCR4-NOT transcription complex subunit 11	1	ENSTGUG00000009952	CNOT11	1	84309615	84321540
100218957	PPTC7	protein phosphatase targeting COQ7	1	ENSTGUG00000006400	PPTC7	15	10899115	10919418
100218958	TADA2B	transcriptional adaptor 2B	1	ENSTGUG00000026011	TADA2B	4	12069714	12078796
100218961	ABCB9	ATP binding cassette subfamily B member 9	1	ENSTGUG00000005532	ABCB9	15	11676871	11690249
100218965	MTF1	metal regulatory transcription factor 1	2	ENSTGUG00000001500	MTF1	23	448935	459990
100218967	TMEM132C	transmembrane protein 132C	1	ENSTGUG00000004861	TMEM132C	15	13039749	13216230
100218971	LDLRAP1	low density lipoprotein receptor adaptor protein 1	1	ENSTGUG00000001098	LDLRAP1	23	3240826	3255771
100218972	ZBED1	zinc finger BED-type containing 1	2	ENSTGUG00000020103	ZBED1	1	79572476	79738309
100218974	GPN2	GPN-loop GTPase 2	3	ENSTGUG00000000990	GPN2	23	3649108	3653984
100218977	HNRNPR	heterogeneous nuclear ribonucleoprotein R	3	ENSTGUG00000000880	HNRNPR	23	4129788	4160138
100218978	TSHZ3	teashirt zinc finger homeobox 3	2	ENSTGUG00000009016	TSHZ3	11	15200848	15266365
100218979	SELENON	selenoprotein N	1	ENSTGUG00000001083	SELENON	23	3322178	3333455
100218980	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	1	ENSTGUG00000029001	DNAJA2	11	13631477	13647294
100218981	ZBTB49	zinc finger and BTB domain containing 49	2	ENSTGUG00000009920	ZBTB49	4	13511888	13530317
100218982	ADAT1	adenosine deaminase tRNA specific 1	13	ENSTGUG00000008449	ADAT1	11	12336624	12361390
100218985	CCDC186	coiled-coil domain containing 186	3	ENSTGUG00000010893	CCDC186	6	27061889	27096917
100218988	R3HCC1	R3H domain and coiled-coil containing 1	2	ENSTGUG00000020064	R3HCC1	22	2352098	2361166
100218989	TXNL1	thioredoxin like 1	3	ENSTGUG00000017510	TXNL1	Z	2202583	2211843
100218990	PDZD7	PDZ domain containing 7	4	ENSTGUG00000010061	PDZD7	6	22255130	22263644
100218991	SLC7A5	solute carrier family 7 member 5	2	ENSTGUG00000007655	SLC7A5	11	10387876	10431129
100218992	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	1	ENSTGUG00000009606	PI4K2A	6	21262575	21270088
100218993	GUCD1	guanylyl cyclase domain containing 1	1		NA	NA	NA	NA
100218998	GP1BB	glycoprotein Ib platelet subunit beta	1	ENSTGUG00000028476	GP1BB	15	6606113	6606673
100219002	SF3B3	splicing factor 3b subunit 3	1	ENSTGUG00000006082	SF3B3	11	4383779	4412116
100219003	MCRIP1	MAPK regulated corepressor interacting protein 1	1		NA	NA	NA	NA
100219004	HABP4	hyaluronan binding protein 4	2	ENSTGUG00000000508	HABP4	Z	10061199	10085547
100219007	LGI1	leucine rich glioma inactivated 1	3	ENSTGUG00000021343	LGI1	6	19192932	19229384
100219008	S1PR3	sphingosine-1-phosphate receptor 3	3	ENSTGUG00000028341	S1PR3	Z	8093003	8102850
100219009	GGT1	gamma-glutamyltransferase 1	7	ENSTGUG00000010088		15	2843617	2873372
100219013	HIC2	HIC ZBTB transcriptional repressor 2	2	ENSTGUG00000008699	HIC2	15	5995449	6066491
100219015	SLC27A6	solute carrier family 27 member 6	2	ENSTGUG00000000343	SLC27A6	Z	3361403	3398544
100219016	TCP1	t-complex 1	1	ENSTGUG00000011409	TCP1	3	56887634	56934401
100219020	ANKEF1	ankyrin repeat and EF-hand domain containing 1	2	ENSTGUG00000006163	ANKEF1	3	89539781	89555629
100219023	FOXN2	forkhead box N2	5	ENSTGUG00000022926	FOXN2	3	92658233	92689511
100219024	FERMT2	FERM domain containing kindlin 2	4	ENSTGUG00000013098,ENSTGUG00000023125	NA	NA	NA	NA
100219028	PEX6	peroxisomal biogenesis factor 6	1	ENSTGUG00000005146	PEX6	3	94074990	94088965
100219029	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	1	ENSTGUG00000002077	ITIH5	1A	2893503	2941599
100219035	GTF2A1	general transcription factor IIA subunit 1	1	ENSTGUG00000012378	GTF2A1	5	41766624	41793260
100219036	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	2	ENSTGUG00000014816,ENSTGUG00000016898	NA	NA	NA	NA
100219039	EGLN3	egl-9 family hypoxia inducible factor 3	1		NA	NA	NA	NA
100219041	SEZ6	seizure related 6 homolog	2	ENSTGUG00000015889	SEZ6	19	4145036	4159039
100219043	SLC8A3	solute carrier family 8 member A3	8	ENSTGUG00000011396	SLC8A3	5	27769678	27883484
100219044	TBCC	tubulin folding cofactor C	1		NA	NA	NA	NA
100219045	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	7	ENSTGUG00000013572	ARAP1	1	4241700	4277237
100219046	DDHD1	DDHD domain containing 1	2	ENSTGUG00000013097,ENSTGUG00000027675	NA	NA	NA	NA
100219047	SLC25A22	solute carrier family 25 member 22	4	ENSTGUG00000009826	SLC25A22	5	17266404	17318509
100219052	FBXO11	F-box protein 11	2	ENSTGUG00000005572	FBXO11	3	92765888	92836645
100219054	TRAF5	TNF receptor associated factor 5	7	ENSTGUG00000021131	TRAF5	3	100686136	100707283
100219055	MARK3	microtubule affinity regulating kinase 3	14	ENSTGUG00000012848	MARK3	5	51777504	51839579
100219057	CD44	CD44 molecule (IN blood group)	8	ENSTGUG00000010085	CD44	5	18384067	18465453
100219062	NRG2	neuregulin 2	3	ENSTGUG00000001621	NRG2	13	6582317	6737705
100219065	PPP4R4	protein phosphatase 4 regulatory subunit 4	5	ENSTGUG00000012642	PPP4R4	5	46732597	46801230
100219067	TAF4	TATA-box binding protein associated factor 4	2	ENSTGUG00000007892	TAF4	20	10230774	10270350
100219068	RIC3	RIC3 acetylcholine receptor chaperone	2	ENSTGUG00000008401	RIC3	5	11394465	11413093
100219071	TXNDC15	thioredoxin domain containing 15	1	ENSTGUG00000027749	TXNDC15	13	9007216	9010780
100219072	FOXN3	forkhead box N3	9	ENSTGUG00000012441	FOXN3	5	44572531	44742793
100219074	CCNG1	cyclin G1	1	ENSTGUG00000021615	CCNG1	13	3318386	3328114
100219075	POFUT1	protein O-fucosyltransferase 1	1	ENSTGUG00000018539	POFUT1	20	7459764	7465267
100219076	ANGEL1	angel homolog 1	2	ENSTGUG00000012264	ANGEL1	5	39630073	39788745
100219079	ZNF335	zinc finger protein 335	10	ENSTGUG00000005969	ZNF335	20	6916012	6926707
100219081	CRNKL1	crooked neck pre-mRNA splicing factor 1	1	ENSTGUG00000007645	CRNKL1	3	84725389	84734894
100219082	LTBP2	latent transforming growth factor beta binding protein 2	2	ENSTGUG00000012131	LTBP2	5	38733657	38804409
100219087	VPS37C	VPS37C subunit of ESCRT-I	1	ENSTGUG00000018909	VPS37C	5	8296250	8300566
100219092	DUSP15	dual specificity phosphatase 15	1		NA	NA	NA	NA
100219093	CLIP4	CAP-Gly domain containing linker protein family member 4	4	ENSTGUG00000005446	CLIP4	3	93140466	93171788
100219095	SNAPC1	small nuclear RNA activating complex polypeptide 1	2	ENSTGUG00000012976	SNAPC1	5	55759452	55771207
100219096	CHMP4B	charged multivesicular body protein 4B	1	ENSTGUG00000003739	CHMP4B	20	2377702	2401393
100219098	KLC4	kinesin light chain 4	10	ENSTGUG00000004797		3	94342752	94369227
100219099	PAPOLA	poly(A) polymerase alpha	6	ENSTGUG00000012687	PAPOLA	5	47838133	47881601
100219100	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	5	ENSTGUG00000012150	AREL1	5	38825794	38848764
100219102	CAMKMT	calmodulin-lysine N-methyltransferase	2	ENSTGUG00000003843	CAMKMT	3	97175747	97391280
100219103	GDI2	GDP dissociation inhibitor 2	1	ENSTGUG00000001937	GDI2	1A	197733	237819
100219104	RYR3	ryanodine receptor 3	15		NA	NA	NA	NA
100219105	TOMM70	translocase of outer mitochondrial membrane 70	1	ENSTGUG00000013631	TOMM70	1	349213	372968
100219108	EML4	EMAP like 4	1	ENSTGUG00000003388	EML4	3	99207323	99352670
100219109	RIOX1	ribosomal oxygenase 1	1	ENSTGUG00000021073	RIOX1	5	26266723	26268462
100219110	ITPKA	inositol-trisphosphate 3-kinase A	2	ENSTGUG00000010850	ITPKA	5	24668522	24707983
100219114	LRRC4C	leucine rich repeat containing 4C	12	ENSTGUG00000010154	LRRC4C	5	20028638	20517284
100219115	ESRRG	estrogen related receptor gamma	9	ENSTGUG00000002862	ESRRG	3	102723722	103095464
100219117	KTN1	kinectin 1	9	ENSTGUG00000013063	KTN1	5	58153793	58230368
100219118	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	1	ENSTGUG00000026755	CHAC1	5	24416571	24419058
100219120	AMBRA1	autophagy and beclin 1 regulator 1	3	ENSTGUG00000010628	AMBRA1	5	23315311	23439248
100219124	NADSYN1	NAD synthetase 1	4	ENSTGUG00000005275	NADSYN1	5	6417194	6433013
100219125	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	2	ENSTGUG00000001191	PIP4K2A	2	18493635	18599682
100219126	DEGS1	delta 4-desaturase, sphingolipid 1	1	ENSTGUG00000021206	DEGS1	3	95959164	95971168
100219128	MYO3A	myosin IIIA	2	ENSTGUG00000001156	MYO3A	2	17183550	17287576
100219129	LYPLAL1	lysophospholipase like 1	1	ENSTGUG00000002820	LYPLAL1	3	103955131	103982094
100219131	RNH1	ribonuclease/angiogenin inhibitor 1	3	ENSTGUG00000009896	RNH1	5	17636048	17646853
100219135	ZMAT2	zinc finger matrin-type 2	1		NA	NA	NA	NA
100219139	KCNT2	potassium sodium-activated channel subfamily T member 2	10	ENSTGUG00000004186	KCNT2	8	24043251	24157052
100219140	FAM210B	family with sequence similarity 210 member B	1	ENSTGUG00000018839	FAM210B	20	12598249	12603474
100219143	PTPRJ	protein tyrosine phosphatase receptor type J	1	ENSTGUG00000009007		5	14102504	14176417
100219144	MIOS	meiosis regulator for oocyte development	1	ENSTGUG00000001673	MIOS	2	25990912	26003761
100219146	YME1L1	YME1 like 1 ATPase	1	ENSTGUG00000001114	YME1L1	2	16794311	16812745
100219147	FSTL4	follistatin like 4	3	ENSTGUG00000001305	FSTL4	13	8134420	8340361
100219148	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	1	ENSTGUG00000008276	SCUBE2	5	10646100	10683224
100219149	FBXL21P	F-box and leucine rich repeat protein 21	3	ENSTGUG00000001232		13	9498091	9511426
100219150	KCNK10	potassium two pore domain channel subfamily K member 10	4	ENSTGUG00000012403	KCNK10	5	44130601	44190151
100219153	PKD2	polycystin 2, transient receptor potential cation channel	2	ENSTGUG00000002213	PKD2	4	61361408	61387869
100219154	TMED8	transmembrane p24 trafficking protein family member 8	1	ENSTGUG00000023236	TMED8	5	40106058	40121426
100219155	RPUSD2	RNA pseudouridine synthase domain containing 2	1	ENSTGUG00000007353	RPUSD2	5	9443835	9446849
100219156	TTI1	TELO2 interacting protein 1	1		NA	NA	NA	NA
100219160	GOLM1	golgi membrane protein 1	1	ENSTGUG00000003022	GOLM1	Z	60307998	60343779
100219161	MERTK	MER proto-oncogene, tyrosine kinase	2	ENSTGUG00000007420	MERTK	3	85318635	85332493
100219162	MIA2	MIA SH3 domain ER export factor 2	5	ENSTGUG00000012056		5	38393737	38420680
100219166	FBXO41	F-box protein 41	2		NA	NA	NA	NA
100219167	PLXNB1	plexin B1	2	ENSTGUG00000008434	PLXNB1	12	9100476	9174000
100219168	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	6	ENSTGUG00000020852	MICAL3	1A	67047272	67205824
100219171	BORCS5	BLOC-1 related complex subunit 5	4	ENSTGUG00000027478	BORCS5	1A	70240554	70285670
100219172	CHD7	chromodomain helicase DNA binding protein 7	6	ENSTGUG00000011196	CHD7	2	114766753	114897542
100219173	CCDC66	coiled-coil domain containing 66	5	ENSTGUG00000007093	CCDC66	12	12331035	12352030
100219176	EIPR1	EARP complex and GARP complex interacting protein 1	5	ENSTGUG00000012973	EIPR1	3	18568811	18709631
100219178	GLT8D1	glycosyltransferase 8 domain containing 1	6	ENSTGUG00000005754	GLT8D1	12	14926432	14949833
100219180	PARVG	parvin gamma	3	ENSTGUG00000011975	PARVG	1A	61128436	61145250
100219185	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	2	ENSTGUG00000012037	TTLL1	1A	61768584	61839025
100219191	RAB43	RAB43, member RAS oncogene family	1	ENSTGUG00000021700	RAB43	12	18762000	18776103
